PRODUCT_ID,ITEM_DESCRIPTION,DOSAGE,UNIT_OF_MEASURE,LINE_ITEM_QUANTITY,WEIGHT,PACK_PRICE,UNIT_PRICE,LINE_ITEM_INSURANCE_USD
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,380,See ASN-2809 (ID#:1955),23.5,0.39,17.5
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,2200,See ASN-2792 (ID#:5936),11.4,0.19,49.16
"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",100/25mg,60,20,19,10.28,0.17,0.33
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,7002,5057,23,23,257.67
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,1500,Weight Captured Separately,16.2,0.54,38.88
"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps","Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",50mg,30,200,Weight Captured Separately,2.86,0.1,0.92
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,10594,3039,27,1.35,560.63
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,150,113,139,1.39,40.87
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",600/200/300mg,30,2000,169,50.4,1.68,197.57
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",600/200/300mg,30,3991,Weight Captured Separately,50.4,1.68,394.25
"#109435**HIV, OraQuick Controls Kit, 3 Vials","#109435**HIV, OraQuick Controls Kit, 3 Vials",,3,10,7,15.25,5.08,0.3
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,5500,See ASN-3508 (ID#:3441),0.01,0,0.11
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,4800,1417,72,0.72,677.38
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,650,278,32,1.6,40.77
"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit, 25 Tests",,25,20,9,75,3,2.94
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,35,12,32,1.6,2.2
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,3470,2509,23,23,156.43
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,839,277,32,1.6,52.62
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,4023,Weight Captured Separately,11.68,0.19,92.1
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",600/200/300mg,30,2680,See ASN-3853 (ID#:4824),50.4,1.68,264.74
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,12500,3088,41.1,0.34,1006.95
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,168,9,7.5,0.12,2.47
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,24480,2165,6.9,0.12,331.07
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,5,12,350,3.5,3.43
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,60,See ASN-4381 (ID#:4949),41.1,0.34,4.83
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,22752,2086,9.1,0.15,405.8
"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",100/25mg,60,14,7,10.28,0.17,0.28
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,560,32050,9,0.3,9.88
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,50,99,41.1,0.14,4.03
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,90,Weight Captured Separately,31.49,0.1,5.55
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,3710,Weight Captured Separately,16.37,0.55,119.04
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,25637,Weight Captured Separately,2.47,0.04,124.11
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,1200,Weight Captured Separately,5.47,0.09,12.87
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,16000,Weight Captured Separately,5.33,0.09,167.15
"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml","Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",10mg/ml,240,2000,Weight Captured Separately,5.19,0.02,20.34
"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,1500,Weight Captured Separately,3.63,0.02,10.67
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,4500,1330,72,0.72,635.04
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,200,Weight Captured Separately,14.99,0.25,5.88
"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",200mg,90,100,Weight Captured Separately,24.54,0.27,4.81
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,80,Weight Captured Separately,29.86,0.1,4.68
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,55,132,350,3.5,37.73
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,200,Weight Captured Separately,30.91,0.26,12.12
"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml","Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",10mg/ml,200,140,Weight Captured Separately,5.95,0.03,1.63
"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",300/200mg,30,60,Weight Captured Separately,30.22,1.01,3.55
"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml","Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",10mg/ml,240,30,Weight Captured Separately,10.78,0.04,0.63
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,1200,Weight Captured Separately,5.01,0.08,11.78
"Didanosine 100mg [Videx],chewable tablets, 60 Tabs","Didanosine 100mg [Videx],chewable tablets, 60 Tabs",100mg,60,2160,Weight Captured Separately,10.71,0.18,45.34
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,3000,Weight Captured Separately,5.36,0.09,31.52
"Nevirapine 200mg [Viramune], tablets, 60 Tabs","Nevirapine 200mg [Viramune], tablets, 60 Tabs",200mg,60,6000,Weight Captured Separately,16.76,0.28,197.1
"Didanosine 100mg [Videx],chewable tablets, 60 Tabs","Didanosine 100mg [Videx],chewable tablets, 60 Tabs",100mg,60,6840,Weight Captured Separately,10.71,0.18,143.58
"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps","Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",100mg,84,10,Weight Captured Separately,8.4,0.1,0.16
"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",400mg,30,80,Weight Captured Separately,18.78,0.63,2.94
"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,200,See ASN-4332 (ID#:1115),6.04,0.03,2.37
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,500,136,20,0.8,19.6
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,150,105,139,1.39,40.87
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,159,See ASN-3984 (ID#:2499),41.1,0.34,12.81
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,7500,2215,80,0.8,1176
"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",,30,5000,1558,24,0.8,235.2
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1500,445,80,0.8,235.2
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,600,205,32,1.6,37.63
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,19392,1899,6.75,0.11,256.56
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,6000,See ASN-4419 (ID#:3851),2.4,0.04,28.22
"Stavudine 1mg/ml, powder for oral solution, 200 ml","Stavudine 1mg/ml, powder for oral solution, 200 ml",1mg/ml,200,800,98,1.34,0.01,2.1
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,75,25,32,1.6,4.7
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,80,Weight Captured Separately,7,0.12,1.1
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,1000,Weight Captured Separately,17.02,0.57,33.36
"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",300/200mg,30,260,Weight Captured Separately,41.04,1.37,20.91
"Stavudine 1mg/ml, powder for oral solution, 200 ml","Stavudine 1mg/ml, powder for oral solution, 200 ml",1mg/ml,200,1200,Weight Captured Separately,2.33,0.01,6.03
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,5000,1246,41.1,0.34,402.78
"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",,40,733,783,75.35,1.88,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1250,428,80,0.8,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,500,169,80,0.8,
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,1000,91,44.5,0.74,
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,5080,See ASN-127 (ID#:3955),16.75,0.56,
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,38534,See ASN-123 (ID#:2685),11,0.18,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3500,1192,80,0.8,448
"Stavudine 20mg [Zerit], capsules, 60 Caps","Stavudine 20mg [Zerit], capsules, 60 Caps",20mg,60,1389,Weight Captured Separately,5.64,0.09,12.53
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,7000,See ASN-737 (ID#:2765),13.5,0.22,151.2
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,10000,3345,20,0.8,320
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,10000,3110,20,0.8,320
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,10,24,350,3.5,5.6
"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs","Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",100mg,60,1300,270,7.75,0.13,16.12
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,120,35,27,1.35,5.18
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,10,24,350,3.5,5.6
"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",,30,3991,1150,16.5,0.55,105.36
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,463,450,139,1.39,102.97
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,300,See ASN-1085 (ID#:9487),139,1.39,66.72
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,600,34,8.38,0.14,8.04
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,48259,4143,11.75,0.39,907.27
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,3,2,139,1.39,0.82
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,1000,228,70,0.7,112
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,2,Weight Captured Separately,139,1.39,0.44
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,780,See ASN-1329 (ID#:6896),0.01,0,0.01
"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml","Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",2g,200,4,Weight Captured Separately,14.48,0.07,0.09
"Stavudine 30mg [Zerit], capsules, 60 Caps","Stavudine 30mg [Zerit], capsules, 60 Caps",30mg,60,2500,Weight Captured Separately,5.73,0.1,22.92
"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",200mg,90,100,Weight Captured Separately,32.97,0.37,5.28
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,150,Weight Captured Separately,25.59,0.85,6.14
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,250,Weight Captured Separately,139,1.39,55.6
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,7719,2502,27,1.35,333.46
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,5300,1796,32,1.6,271.36
"Stavudine 30mg [Zerit], capsules, 60 Caps","Stavudine 30mg [Zerit], capsules, 60 Caps",30mg,60,600,Weight Captured Separately,5.71,0.1,5.48
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,240,55,71.99,0.72,27.64
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,600,55,35.8,0.6,
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,1044,754,23,23,38.42
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,955,164,67,0.67,102.38
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,748,748,32,1.6,38.3
"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",200mg,90,80,Weight Captured Separately,28.15,0.31,3.6
"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps","Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",100mg,84,10,Weight Captured Separately,9.19,0.11,0.15
"Stavudine 30mg [Zerit], capsules, 60 Caps","Stavudine 30mg [Zerit], capsules, 60 Caps",30mg,60,1000,Weight Captured Separately,4.89,0.08,7.82
"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps","Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",50mg,30,200,Weight Captured Separately,2.98,0.1,0.95
"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs","Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",100mg,60,360,See ASN-2017 (ID#:5701),7.75,0.13,4.46
"Zidovudine 100mg, capsules, 100 Caps","Zidovudine 100mg, capsules, 100 Caps",100mg,100,1400,106,5.49,0.05,12.3
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,10080,772,11.48,0.38,185.15
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,2016,122,13.66,0.46,44.06
"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",400mg,30,100,Weight Captured Separately,23.86,0.8,3.82
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,1480,370,82.2,0.68,194.65
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,5040,See ASN-2335 (ID#:5796),10.24,0.34,82.58
"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",200mg,90,80,Weight Captured Separately,32.15,0.36,4.12
"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",300/200mg,30,20,Weight Captured Separately,38.25,1.27,1.22
"Saquinavir 200mg [Invirase], capsules, 270 Caps","Saquinavir 200mg [Invirase], capsules, 270 Caps",200mg,270,4,Weight Captured Separately,71.38,0.26,0.46
"Primaquine 15mg base (as diphosphate), tablets, 1000 Tabs","Primaquine 15mg base (as diphosphate), tablets, 1000 Tabs",15mg,1000,32,7,44.84,0.04,2.3
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,1396,See ASN-2997 (ID#:5860),0.01,0,0.03
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,83400,6701,11.17,0.37,1490.52
"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs","Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",20/120mg,540,34,159,45.52,0.08,2.48
"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs","Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",20/120mg,540,34,See ASN-2106 (ID#:9841),45.52,0.08,2.48
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,1000,Weight Captured Separately,5.31,0.09,8.5
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,2086,707,32,1.6,130.83
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,6502,See ASN-2438 (ID#:1941),79.99,0.8,832.15
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,240,52,7,0.12,3.29
"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs","Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",20/120mg,540,25,86,35,0.06,1.4
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,1800,See ASN-2515 (ID#:4635),8.61,0.14,24.8
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,6998,5056,23,23,315.47
"Zidovudine 300mg [Retrovir], tablets, 60 Tabs","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",300mg,60,550,Weight Captured Separately,12.4,0.21,10.91
"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml","Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",2g,200,10,Weight Captured Separately,12.54,0.06,0.2
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,2,See ASN-2513 (ID#:3360),70,0.7,0.22
"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 12+12 Tabs","Artesunate+Amodiaquine 50+153mg, tablets, co-blister 12+12 Tabs",50+153mg,24,20000,See ASN-2921 (ID#:719),0.7,0.03,27.44
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,1000,See ASN-2403 (ID#:3386),0.01,0,0.02
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,6966,See ASN-3313 (ID#:3456),2.4,0.04,32.77
"#109440**HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test","#109440**HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test",,1,5000,Weight Captured Separately,2.68,2.68,26.26
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,9325,3061,27,1.35,493.48
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,3711,1341,27,1.35,196.39
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,5,Weight Captured Separately,700,7,6.86
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,3622,1091,80,0.8,567.93
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",600/200/300mg,30,2357,See ASN-3853 (ID#:4824),50.4,1.68,232.83
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,7800,See ASN-3561 (ID#:2297),2.9,0.05,44.34
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,22428,See ASN-3562 (ID#:960),1.45,0.02,63.74
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,8000,2657,32,1.6,501.76
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,110,Weight Captured Separately,115,1.15,24.79
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,1176,105,8.61,0.14,19.85
